player,slate,salary,position,team,projection,adjusted_opportunity,value,game_total,team_total,spread,actual,diff
Sterling Shepard,Main-19-FD-13,5900,WR,NYG,9.6,0,0,43.5,18.5,6.5,11.5,1.197916667
Deebo Samuel,Main-19-FD-13,5600,WR,SF,9.6,0,0,45,19.8,5.5,13.1,1.364583333
Auden Tate,Main-19-FD-10,5300,WR,CIN,9.6,0,0,44,16.8,10.5,5.1,0.53125
Jamison Crowder,Main-19-FD-09,5800,WR,NYJ,9.6,0,0,42.5,23,-3.5,18.3,1.90625
Alshon Jeffery,Main-19-FD-09,6600,WR,PHI,9.6,0,0,41,23,-5,5.6,0.583333333
Jarvis Landry,Main-19-FD-09,6200,WR,CLE,9.6,0,0,39,21.5,-4,14.1,1.46875
Jamison Crowder,Main-19-FD-06,5400,WR,NYJ,9.6,0,0,43.5,18.3,7,12.8,1.333333333
Terry McLaurin,Main-19-FD-05,6000,WR,WAS,9.6,0,0,42,13.3,15.5,6.6,0.6875
Mike Williams,Main-19-FD-05,6100,WR,LAC,9.6,0,0,46,25,-4,10.4,1.083333333
Deebo Samuel,Main-19-FD-03,5500,WR,SF,9.6,0,0,44.5,25.3,-6,5.9,0.614583333
Robby Anderson,Main-20-FD-02,5900,WR,CAR,9.6,0,1.92,47,19.8,7.5,13.4,1.395833333
Henry Ruggs III,Main-20-FD-01,5100,WR,LV,9.6,0,1.92,48,25.5,-3,8.1,0.84375
Anthony Miller,Main-20-FD-01,5400,WR,CHI,9.6,0,1.92,42.5,20,2.5,15.6,1.625
DeVante Parker,Main-20-FD-01,6700,WR,MIA,9.6,0,1.6,41.5,17,7.5,6.7,0.697916667
Keelan Cole Sr.,Main-20-FD-17,5100,WR,JAC,9.5,0,0,48,16.3,15.5,3.8,0.4
Michael Gallup,Main-20-FD-16,5600,WR,DAL,9.5,0,0,50,23.5,3,27.1,2.852631579
Michael Gallup,Main-20-FD-15,5200,WR,DAL,9.5,0,0,45,21,3,10.1,1.063157895
Michael Pittman Jr.,Main-20-FD-11,5500,WR,IND,9.5,0,0,52,26.8,-1.5,14.1,1.484210526
Tim Patrick,Main-20-FD-11,5500,WR,DEN,9.5,0,0,46,21,4,14.4,1.515789474
Breshad Perriman,Main-20-FD-11,5700,WR,NYJ,9.5,0,0,47,18.5,10,12.4,1.305263158
Tim Patrick,Main-20-FD-06,5400,WR,DEN,9.5,0,0,43.5,18.3,7,12.1,1.273684211
Dede Westbrook,Main-19-FD-13,5700,WR,JAC,9.5,0,0,46.5,21.8,3,16.5,1.736842105
Curtis Samuel,Main-19-FD-13,5800,WR,CAR,9.5,0,0,38.5,24.5,-10.5,14.5,1.526315789
Robby Anderson,Main-19-FD-13,6100,WR,NYJ,9.5,0,0,43,22.8,-2.5,13.6,1.431578947
James Washington,Main-19-FD-12,6100,WR,PIT,9.5,0,0,37.5,21.5,-5.5,17.3,1.821052632
Marvin Jones Jr.,Main-19-FD-11,6600,WR,DET,9.5,0,0,46.5,19.5,7.5,17.9,1.884210526
Auden Tate,Main-19-FD-06,5400,WR,CIN,9.5,0,0,47,18.3,10.5,11.6,1.221052632
DeVante Parker,Main-19-FD-06,5400,WR,MIA,9.5,0,0,42,18,6,10.3,1.084210526
Courtland Sutton,Main-19-FD-02,5900,WR,DEN,9.5,0,0,41,19,3,6,0.631578947
Marquez Valdes-Scantling,Main-19-FD-02,5600,WR,GB,9.5,0,0,43,23,-3,3.4,0.357894737
Terry McLaurin,Main-19-FD-02,5300,WR,WAS,9.5,0,0,46.5,20.3,6,14.7,1.547368421
Andy Isabella,Main-20-FD-03,4500,WR,ARI,9.5,0,0,55.5,30,-4.5,18.1,1.905263158
Preston Williams,Main-20-FD-02,5400,WR,MIA,9.5,0,1.9,42.5,18.5,5.5,5.1,0.536842105
Emmanuel Sanders,Main-20-FD-01,5600,WR,NO,9.5,0,1.9,48.5,26.5,-4.5,9,0.947368421
Sterling Shepard,Main-21-FD-01,5500,WR,NYG,9.4,9.6,0,42.5,19.75,3,20.8,2.212765957
CeeDee Lamb,Main-20-FD-15,5800,WR,DAL,9.4,0,0,45,21,3,17,1.808510638
Michael Pittman Jr.,Main-20-FD-15,5500,WR,IND,9.4,0,0,51,29.25,-7.5,2.9,0.308510638
Denzel Mims,Main-20-FD-13,5500,WR,NYJ,9.4,0,0,48,20.25,7.5,7,0.744680851
Jerry Jeudy,Main-20-FD-08,5600,WR,DEN,9.4,0,0,44.5,20.8,3,9.3,0.989361702
Golden Tate,Main-19-FD-16,6200,WR,NYG,9.4,0,0,42,21.5,-1,12.6,1.340425532
James Washington,Main-19-FD-13,6200,WR,PIT,9.4,0,0,40,19.5,1,19.1,2.031914894
Terry McLaurin,Main-19-FD-09,5700,WR,WAS,9.4,0,0,37,13.3,10.5,5.9,0.627659574
Dontrelle Inman,Main-19-FD-04,4800,WR,LAC,9.4,0,0,43.5,29.3,-15,10.1,1.074468085
Phillip Dorsett II,Main-19-FD-04,5900,WR,NE,9.4,0,0,41.5,24.3,-7,2.9,0.308510638
Mecole Hardman,Main-19-FD-02,4700,WR,KC,9.4,0,0,53.5,30.3,-7,14.1,1.5
Marquez Valdes-Scantling,Main-19-FD-03,5300,WR,GB,9.4,0,0,42,24.5,-7,18.9,2.010638298
N'Keal Harry,Main-20-FD-03,5300,WR,NE,9.4,0,0,47,27,-7,4.6,0.489361702
Sterling Shepard,Main-20-FD-16,5500,WR,NYG,9.3,0,0,43.5,16.8,10,18.2,1.956989247
Darius Slayton,Main-20-FD-14,5400,WR,NYG,9.3,0,0,47,22.25,2.5,4.6,0.494623656
Denzel Mims,Main-20-FD-08,4900,WR,NYJ,9.3,0,0,49,14.5,20,5.2,0.559139785
Deebo Samuel,Main-20-FD-05,6000,WR,SF,9.3,0,0,50.5,29.5,-8.5,3.2,0.344086022
Randall Cobb,Main-20-FD-05,5100,WR,HOU,9.3,0,0,55,30.8,-6.5,7.7,0.827956989
JuJu Smith-Schuster,Main-19-FD-16,6800,WR,PIT,9.3,0,0,36.5,19.8,-3,3.2,0.344086022
Curtis Samuel,Main-19-FD-16,6000,WR,CAR,9.3,0,0,46,19.3,7.5,3.1,0.333333333
Larry Fitzgerald,Main-19-FD-14,5700,WR,ARI,9.3,0,0,43.5,20.5,2.5,3.5,0.376344086
Dede Westbrook,Main-19-FD-14,6200,WR,JAC,9.3,0,0,42,19.3,3.5,5.5,0.591397849
Cole Beasley,Main-19-FD-05,5500,WR,BUF,9.3,0,0,39.5,18,3.5,3.6,0.387096774
Sammy Watkins,Main-19-FD-01,6300,WR,KC,9.3,0,0,49,26.3,-3.5,42.3,4.548387097
Robby Anderson,Main-19-FD-01,6300,WR,NYJ,9.3,0,0,41,21.8,-2.5,3.8,0.408602151
Devin Smith,Main-19-FD-03,5200,WR,DAL,9.3,0,0,46.5,34.3,-22,4.9,0.52688172
Jarvis Landry,Main-21-FD-01,6400,WR,CLE,9.2,9,0,53,23.5,6,16.9,1.836956522
Christian Kirk,Main-20-FD-15,5300,WR,ARI,9.2,0,0,48.5,27.5,-6.5,4.8,0.52173913
Lynn Bowden Jr.,Main-20-FD-15,5000,WR,MIA,9.2,0,0,41.5,21.5,-1.5,7.6,0.826086957
Keelan Cole Sr.,Main-20-FD-12,5300,WR,JAC,9.2,0,0,48.5,20.5,7.5,5.9,0.641304348
Emmanuel Sanders,Main-20-FD-04,5800,WR,NO,9.2,0,0,51.5,27.3,-3,12.3,1.336956522
Larry Fitzgerald,Main-19-FD-17,5900,WR,ARI,9.2,0,0,46,19.5,7,6.5,0.706521739
Larry Fitzgerald,Main-19-FD-16,5700,WR,ARI,9.2,0,0,51,21.5,8,12.8,1.391304348
Preston Williams,Main-19-FD-04,5200,WR,MIA,9.2,0,0,43.5,14.3,15,6.6,0.717391304
Jaylen Waddle,Main-21-FD-01,5200,WR,MIA,9.1,9,0,43.5,20.5,2.5,14.1,1.549450549
Josh Reynolds,Main-20-FD-17,4900,WR,LAR,9.1,0,0,42,21.5,-1,4.9,0.538461538
DeVante Parker,Main-20-FD-17,6100,WR,MIA,9.1,0,0,42.5,23,-3.5,15.1,1.659340659
Nelson Agholor,Main-20-FD-14,5200,WR,LV,9.1,0,0,52.5,24.75,3,18.5,2.032967033
Denzel Mims,Main-20-FD-12,5600,WR,NYJ,9.1,0,0,46,19.3,7.5,8.7,0.956043956
Denzel Mims,Main-20-FD-11,5400,WR,NYJ,9.1,0,0,47,18.5,10,8.6,0.945054945
Josh Reynolds,Main-20-FD-10,5000,WR,LAR,9.1,0,0,55,29,-3,13.4,1.472527473
Jalen Reagor,Main-20-FD-10,5600,WR,PHI,9.1,0,0,46,25.5,-5,6.7,0.736263736
Curtis Samuel,Main-20-FD-09,5600,WR,CAR,9.1,0,0,51.5,20.8,10,22.3,2.450549451
Cole Beasley,Main-20-FD-07,5100,WR,BUF,9.1,0,0,47,28.3,-9.5,16.7,1.835164835
Brandon Aiyuk,Main-20-FD-07,5500,WR,SF,9.1,0,0,44,20.5,3,14.5,1.593406593
Preston Williams,Main-20-FD-06,5400,WR,MIA,9.1,0,0,46,28,-10,8.8,0.967032967
Hunter Renfrow,Main-20-FD-05,5100,WR,LV,9.1,0,0,54.5,21.8,11,4.7,0.516483516
Chris Conley,Main-19-FD-17,5800,WR,JAC,9.1,0,0,41.5,18,5.5,5.3,0.582417582
Tyrell Williams,Main-19-FD-15,5600,WR,OAK,9.1,0,0,47,27,-7,11.5,1.263736264
Emmanuel Sanders,Main-19-FD-14,5900,WR,SF,9.1,0,0,45,22,1,30.6,3.362637363
Auden Tate,Main-19-FD-13,5200,WR,CIN,9.1,0,0,43,20.3,2.5,8.6,0.945054945
Mike Williams,Main-19-FD-13,5700,WR,LAC,9.1,0,0,39,21.8,-4.5,14.2,1.56043956
Kenny Stills,Main-19-FD-11,5500,WR,HOU,9.1,0,0,51,23.5,4,4.7,0.516483516
KeeSean Johnson,Main-19-FD-05,4600,WR,ARI,9.1,0,0,45,21,3,4,0.43956044
Michael Gallup,Main-19-FD-05,6400,WR,DAL,9.1,0,0,46.5,25,-3.5,20.8,2.285714286
Emmanuel Sanders,Main-19-FD-02,5600,WR,DEN,9.1,0,0,41,19,3,23.3,2.56043956
Corey Davis,Main-19-FD-02,5700,WR,TEN,9.1,0,0,43.5,23.3,-3,5.3,0.582417582
Courtland Sutton,Main-19-FD-03,5600,WR,DEN,9.1,0,0,42,17.5,7,11.2,1.230769231
Michael Pittman Jr.,Main-20-FD-03,5000,WR,IND,9.1,0,0,44,28.3,-12.5,4.1,0.450549451
Courtland Sutton,Main-20-FD-02,6900,WR,DEN,9.1,0,1.52,41,17.5,6,8.1,0.89010989
Rashard Higgins,Main-20-FD-13,5400,WR,CLE,9,0,0,54,25,4,18.5,2.055555556
Gabriel Davis,Main-20-FD-12,4800,WR,BUF,9,0,0,51,27.8,-4.5,15.4,1.711111111
Darnell Mooney,Main-20-FD-09,5500,WR,CHI,9,0,0,46.5,20,6.5,6.8,0.755555556
Braxton Berrios,Main-20-FD-07,4700,WR,NYJ,9,0,0,47,18.8,9.5,5.5,0.611111111
Breshad Perriman,Main-20-FD-07,4800,WR,NYJ,9,0,0,47,18.8,9.5,3.7,0.411111111
Curtis Samuel,Main-20-FD-05,5100,WR,CAR,9,0,0,53.5,25.5,2.5,8.9,0.988888889
DJ Chark Jr.,Main-19-FD-17,5900,WR,JAC,9,0,0,41.5,18,5.5,5.4,0.6
Greg Ward,Main-19-FD-16,5700,WR,PHI,9,0,0,47,22.5,2,9.6,1.066666667
Chris Conley,Main-19-FD-16,5800,WR,JAC,9,0,0,48,20.3,7.5,12.6,1.4
Chris Conley,Main-19-FD-13,6000,WR,JAC,9,0,0,46.5,21.8,3,7.7,0.855555556
Preston Williams,Main-19-FD-09,5500,WR,MIA,9,0,0,42.5,19.5,3.5,21.7,2.411111111
DeVante Parker,Main-19-FD-09,5800,WR,MIA,9,0,0,42.5,19.5,3.5,13.7,1.522222222
Jarvis Landry,Main-19-FD-08,6400,WR,CLE,9,0,0,43,16.8,9.5,9,1
Willie Snead IV,Main-19-FD-06,5000,WR,BAL,9,0,0,47,28.8,-10.5,3.3,0.366666667
A.J. Brown,Main-19-FD-02,5400,WR,TEN,9,0,0,43.5,23.3,-3,4,0.444444444
Marvin Jones Jr.,Main-19-FD-02,5700,WR,DET,9,0,0,47,23,1,6.8,0.755555556
Adam Humphries,Main-20-FD-03,4600,WR,TEN,9,0,0,49.5,26.3,-3,6.1,0.677777778
Tre'Quan Smith,Main-20-FD-15,5000,WR,NO,8.9,0,0,52,24.5,3,3,0.337078652
Tim Patrick,Main-20-FD-09,5300,WR,DEN,8.9,0,0,50,22.8,4.5,10.9,1.224719101
Corey Davis,Main-20-FD-07,5200,WR,TEN,8.9,0,0,51,26,-1,12.5,1.404494382
Keelan Cole,Main-20-FD-06,5600,WR,JAC,8.9,0,0,52.5,24.8,3,17.3,1.943820225
Greg Ward,Main-20-FD-05,5000,WR,PHI,8.9,0,0,44,18.3,7.5,10.6,1.191011236
John Ross III,Main-19-FD-17,5200,WR,CIN,8.9,0,0,44,20.8,2.5,5,0.561797753
Danny Amendola,Main-19-FD-16,6000,WR,DET,8.9,0,0,40,15.3,9.5,3.1,0.348314607
Larry Fitzgerald,Main-19-FD-13,5700,WR,ARI,8.9,0,0,47,22.3,2.5,8.6,0.966292135
Emmanuel Sanders,Main-19-FD-13,6400,WR,SF,8.9,0,0,45,19.8,5.5,6.1,0.685393258
Dede Westbrook,Main-19-FD-11,5400,WR,JAC,8.9,0,0,41.5,19.5,2.5,5.2,0.584269663
Darius Slayton,Main-19-FD-10,5600,WR,NYG,8.9,0,0,43,23,-3,29.1,3.269662921
Curtis Samuel,Main-19-FD-08,5800,WR,CAR,8.9,0,0,41,18.3,4.5,6.6,0.741573034
John Brown,Main-19-FD-01,5500,WR,BUF,8.9,0,0,41,19.3,2.5,21.8,2.449438202
DeSean Jackson,Main-19-FD-01,5600,WR,PHI,8.9,0,0,44,27.3,-10.5,31.4,3.528089888
Randall Cobb,Main-19-FD-03,5300,WR,DAL,8.9,0,0,46.5,34.3,-22,3.3,0.370786517
Curtis Samuel,Main-20-FD-03,5100,WR,CAR,8.9,0,0,43.5,18.8,6,7.2,0.808988764
Kenny Golladay,Main-21-FD-01,6200,WR,NYG,8.8,8.2,0,42.5,19.75,3,8.4,0.954545455
Marquez Valdes-Scantling,Main-21-FD-01,5200,WR,GB,8.8,6.4,0,50,27.25,-4.5,3.2,0.363636364
Mike Williams,Main-21-FD-01,5700,WR,LAC,8.8,7,0,44.5,21.75,1,18.2,2.068181818
DeVante Parker,Main-21-FD-01,6100,WR,MIA,8.8,8.4,0,43.5,20.5,2.5,10.1,1.147727273
JuJu Smith-Schuster,Main-20-FD-17,6800,WR,PIT,8.8,0,0,45,17.3,10.5,15.5,1.761363636
Keke Coutee,Main-20-FD-13,4800,WR,HOU,8.8,0,0,50,23.25,3.5,18.1,2.056818182
Marvin Hall,Main-20-FD-11,5100,WR,DET,8.8,0,0,47,25,-3,3.1,0.352272727
Marquez Valdes-Scantling,Main-20-FD-06,5600,WR,GB,8.8,0,0,55,29,-3,4.7,0.534090909
Christian Kirk,Main-20-FD-05,5600,WR,ARI,8.8,0,0,48.5,27.8,-7,10.3,1.170454545
Tyrell Williams,Main-19-FD-16,5600,WR,OAK,8.8,0,0,45,18.8,7.5,10.2,1.159090909
Phillip Dorsett II,Main-19-FD-11,5300,WR,NE,8.8,0,0,45,24.8,-4.5,10.8,1.227272727
Alex Erickson,Main-19-FD-08,5500,WR,CIN,8.8,0,0,48.5,18.3,12,12.7,1.443181818
Jamison Crowder,Main-19-FD-01,5400,WR,NYJ,8.8,0,0,41,21.8,-2.5,17.3,1.965909091
Demarcus Robinson,Main-20-FD-17,5200,WR,KC,8.7,0,0,43,18,7,8.8,1.011494253
Darnell Mooney,Main-20-FD-17,5100,WR,CHI,8.7,0,0,48.5,22,4.5,14.8,1.701149425
Zach Pascal,Main-20-FD-17,5400,WR,IND,8.7,0,0,48,31.8,-15.5,5.1,0.586206897
Cam Sims,Main-20-FD-16,5000,WR,WAS,8.7,0,0,42,20.5,1,7.8,0.896551724
Tre'Quan Smith,Main-20-FD-08,5300,WR,NO,8.7,0,0,41,23,-5,6.8,0.781609195
Auden Tate,Main-19-FD-11,5300,WR,CIN,8.7,0,0,48,17.5,13,7.6,0.873563218
Danny Amendola,Main-19-FD-09,6000,WR,DET,8.7,0,0,51.5,24.5,2.5,4.4,0.505747126
Sammy Watkins,Main-19-FD-09,6000,WR,KC,8.7,0,0,46,20.3,5.5,9.8,1.126436782
Demaryius Thomas,Main-19-FD-09,4800,WR,NYJ,8.7,0,0,42.5,23,-3.5,2.9,0.333333333
Sterling Shepard,Main-20-FD-02,5600,WR,NYG,8.7,0,1.74,42.5,19,4.5,4.5,0.517241379
Christian Kirk,Main-20-FD-02,5700,WR,ARI,8.7,0,1.74,46.5,27,-7.5,7,0.804597701
Allen Lazard,Main-20-FD-02,5600,WR,GB,8.7,0,1.74,51,29,-7,6,0.689655172
Jerry Jeudy,Main-20-FD-02,5300,WR,DEN,8.7,0,1.74,41,17.5,6,8.2,0.942528736
Rondale Moore,Main-21-FD-01,4900,WR,ARI,8.6,8.4,0,52.5,24.75,3,8.8,1.023255814
Christian Kirk,Main-20-FD-14,5500,WR,ARI,8.6,0,0,47,24.75,-2.5,2.9,0.337209302
James Washington,Main-20-FD-06,4800,WR,PIT,8.6,0,0,50,26.5,-3,14.8,1.720930233
Cole Beasley,Main-20-FD-04,5100,WR,BUF,8.6,0,0,53,28,-3,10.7,1.244186047
Curtis Samuel,Main-20-FD-04,5100,WR,CAR,8.6,0,0,52.5,24.8,3,6.3,0.73255814
Darius Slayton,Main-19-FD-17,5400,WR,NYG,8.6,0,0,44,20,4,7,0.813953488
James Washington,Main-19-FD-16,6600,WR,PIT,8.6,0,0,36.5,19.8,-3,6.6,0.76744186
Robby Anderson,Main-19-FD-12,5400,WR,NYJ,8.6,0,0,45,20.8,3.5,16.6,1.930232558
Robby Anderson,Main-19-FD-11,5400,WR,NYJ,8.6,0,0,37.5,18.3,1,7.1,0.825581395
Jamison Crowder,Main-19-FD-03,6200,WR,NYJ,8.6,0,0,43,11.3,20.5,3.5,0.406976744
KJ Hamler,Main-20-FD-03,4500,WR,DEN,8.6,0,0,42.5,18.3,6,4.3,0.5
Anthony Miller,Main-20-FD-03,5500,WR,CHI,8.6,0,0,46,21.8,2.5,12,1.395348837
DeVante Parker,Main-20-FD-02,6500,WR,MIA,8.6,0,1.43,42.5,18.5,5.5,13.8,1.604651163
Marquez Valdes-Scantling,Main-20-FD-02,5100,WR,GB,8.6,0,1.72,51,29,-7,7.9,0.918604651
A.J. Green,Main-21-FD-01,5400,WR,ARI,8.5,7.4,0,52.5,24.75,3,3.5,0.411764706
Jalen Reagor,Main-20-FD-16,5700,WR,PHI,8.5,0,0,50,26.5,-3,4.5,0.529411765
Jalen Reagor,Main-20-FD-13,5500,WR,PHI,8.5,0,0,50,21,8,5,0.588235294
Josh Reynolds,Main-20-FD-12,5800,WR,LAR,8.5,0,0,44.5,24.8,-5,6.5,0.764705882
T.Y. Hilton,Main-20-FD-12,5400,WR,IND,8.5,0,0,51.5,27.3,-3,16.1,1.894117647
T.Y. Hilton,Main-20-FD-11,5400,WR,IND,8.5,0,0,52,26.8,-1.5,5.1,0.6
KJ Hamler,Main-20-FD-11,5200,WR,DEN,8.5,0,0,46,21,4,5.5,0.647058824
Preston Williams,Main-20-FD-09,5100,WR,MIA,8.5,0,0,49,21.8,5.5,14,1.647058824
Randall Cobb,Main-20-FD-06,5100,WR,HOU,8.5,0,0,52,24,4,9.2,1.082352941
Keelan Cole,Main-20-FD-05,5400,WR,JAC,8.5,0,0,55,24.3,6.5,9.7,1.141176471
Anthony Miller,Main-20-FD-04,5500,WR,CHI,8.5,0,0,43.5,20,3.5,3.1,0.364705882
Russell Gage,Main-19-FD-17,5300,WR,ATL,8.5,0,0,48,23.5,1,10.3,1.211764706
Larry Fitzgerald,Main-19-FD-15,5700,WR,ARI,8.5,0,0,49,23,3,5.7,0.670588235
Zach Pascal,Main-19-FD-13,5400,WR,IND,8.5,0,0,41.5,20.3,1,14.4,1.694117647
Cole Beasley,Main-19-FD-11,5500,WR,BUF,8.5,0,0,41.5,24.3,-7,5.8,0.682352941
Auden Tate,Main-19-FD-08,5400,WR,CIN,8.5,0,0,48.5,18.3,12,9,1.058823529
Darius Slayton,Main-19-FD-07,5400,WR,NYG,8.5,0,0,49.5,26.5,-3.5,3.8,0.447058824
Mohamed Sanu,Main-19-FD-05,5900,WR,ATL,8.5,0,0,49,22.5,4,12.8,1.505882353
Corey Davis,Main-19-FD-05,5300,WR,TEN,8.5,0,0,39.5,21.5,-3.5,3.8,0.447058824
Brandon Aiyuk,Main-20-FD-03,4800,WR,SF,8.5,0,0,44,23.5,-3,18.6,2.188235294
Kendrick Bourne,Main-20-FD-03,5500,WR,SF,8.5,0,0,44,23.5,-3,8.3,0.976470588
Allen Lazard,Main-20-FD-01,5500,WR,GB,8.5,0,1.7,44,21.5,1,16.2,1.905882353
John Brown,Main-20-FD-17,5000,WR,BUF,8.4,0,0,42.5,19.5,3.5,15.2,1.80952381
Henry Ruggs III,Main-20-FD-13,5400,WR,LV,8.4,0,0,48,27.75,-7.5,13.9,1.654761905
Laviska Shenault Jr.,Main-20-FD-12,5000,WR,JAC,8.4,0,0,48.5,20.5,7.5,5.2,0.619047619
Rashard Higgins,Main-20-FD-11,5400,WR,CLE,8.4,0,0,45.5,24,-2.5,8,0.952380952
CeeDee Lamb,Main-20-FD-09,5800,WR,DAL,8.4,0,0,44,15,14,13.1,1.55952381
Nelson Agholor,Main-20-FD-09,5000,WR,LV,8.4,0,0,52.5,26.8,-1,12.5,1.488095238
Marvin Jones Jr.,Main-20-FD-08,5500,WR,DET,8.4,0,0,49,22.8,3.5,17.4,2.071428571
Danny Amendola,Main-19-FD-17,5700,WR,DET,8.4,0,0,44,15.3,13.5,7.36,0.876190476
Diontae Johnson,Main-19-FD-17,6000,WR,PIT,8.4,0,0,35,18.5,-2,7.4,0.880952381
Diontae Johnson,Main-19-FD-14,5100,WR,PIT,8.4,0,0,43.5,23,-2.5,22.6,2.69047619
Larry Fitzgerald,Main-19-FD-11,5400,WR,ARI,8.4,0,0,44,17,10,10.2,1.214285714
Josh Reynolds,Main-19-FD-10,5200,WR,LAR,8.4,0,0,43,23.5,-4,6.4,0.761904762
Zach Pascal,Main-19-FD-09,5300,WR,IND,8.4,0,0,39.5,19.3,1,16.1,1.916666667
Emmanuel Sanders,Main-19-FD-08,5400,WR,SF,8.4,0,0,41,22.8,-4.5,10.5,1.25
KeeSean Johnson,Main-19-FD-02,4900,WR,ARI,8.4,0,0,46,16.5,13,5.6,0.666666667
James Washington,Main-19-FD-02,5500,WR,PIT,8.4,0,0,47,25.5,-4,3.3,0.392857143
Laviska Shenault Jr.,Main-20-FD-02,4900,WR,JAC,8.4,0,2.1,44.5,18.8,7,8.7,1.035714286
Preston Williams,Main-20-FD-01,5300,WR,MIA,8.4,0,1.68,41.5,17,7.5,5.1,0.607142857
Mecole Hardman,Main-21-FD-01,5400,WR,KC,8.3,7.2,0,53,29.5,-6,3.4,0.409638554
Marquez Callaway,Main-20-FD-17,5000,WR,NO,8.3,0,0,47,26.5,-6,6.6,0.795180723
Laviska Shenault Jr.,Main-20-FD-16,5400,WR,JAC,8.3,0,0,47,18.8,9.5,13.3,1.602409639
Jalen Guyton,Main-20-FD-16,5400,WR,LAC,8.3,0,0,47.5,25,-2.5,5.8,0.698795181
Randall Cobb,Main-20-FD-09,5400,WR,HOU,8.3,0,0,49,28,-7,3.6,0.43373494
Braxton Berrios,Main-20-FD-08,4700,WR,NYJ,8.3,0,0,49,14.5,20,7.4,0.891566265
Kendrick Bourne,Main-20-FD-08,5000,WR,SF,8.3,0,0,54.5,26.8,1,12.1,1.457831325
Marvin Jones Jr.,Main-20-FD-07,5700,WR,DET,8.3,0,0,54,26.5,1,10.5,1.265060241
Danny Amendola,Main-19-FD-15,5400,WR,DET,8.3,0,0,46,20.3,5.5,14.2,1.710843373
Breshad Perriman,Main-19-FD-15,6400,WR,TB,8.3,0,0,46,25.8,-5.5,32.1,3.86746988
Allen Lazard,Main-19-FD-07,4500,WR,GB,8.3,0,0,48,26.8,-5.5,5.7,0.686746988
Preston Williams,Main-19-FD-03,5100,WR,MIA,8.3,0,0,46.5,12.3,22,8.8,1.060240964
Curtis Samuel,Main-20-FD-01,5500,WR,CAR,8.3,0,1.66,48,22.5,3,6.8,0.819277108
Jerry Jeudy,Main-20-FD-16,5200,WR,DEN,8.2,0,0,47.5,22.5,2.5,9.1,1.109756098
Keelan Cole Sr.,Main-20-FD-15,5400,WR,JAC,8.2,0,0,48,17.5,13,3.2,0.390243902
Laviska Shenault Jr.,Main-20-FD-14,5400,WR,JAC,8.2,0,0,52,22.25,7.5,8.1,0.987804878
Andy Isabella,Main-20-FD-12,4700,WR,ARI,8.2,0,0,51,26,-1,5.3,0.646341463
Cole Beasley,Main-20-FD-10,5400,WR,BUF,8.2,0,0,56,26.5,3,22.4,2.731707317
Zach Pascal,Main-20-FD-09,5200,WR,IND,8.2,0,0,48,24.5,-1,8,0.975609756
Randall Cobb,Main-20-FD-07,5100,WR,HOU,8.2,0,0,55.5,26.5,2.5,13.5,1.646341463
Greg Ward,Main-20-FD-06,5300,WR,PHI,8.2,0,0,46.5,18,10.5,4.9,0.597560976
Corey Davis,Main-19-FD-09,5300,WR,TEN,8.2,0,0,43,19.8,3.5,6.8,0.829268293
Cole Beasley,Main-19-FD-08,5600,WR,BUF,8.2,0,0,39.5,20.3,-1,11.6,1.414634146
Marquez Valdes-Scantling,Main-19-FD-07,6300,WR,GB,8.2,0,0,48,26.8,-5.5,20.3,2.475609756
Mecole Hardman,Main-19-FD-06,6400,WR,KC,8.2,0,0,54.5,29,-3.5,6.5,0.792682927
Chris Conley,Main-19-FD-02,5100,WR,JAC,8.2,0,0,43,17.8,7.5,9.3,1.134146341
Terrace Marshall Jr.,Main-21-FD-01,4900,WR,CAR,8.1,7.6,0,45,25.25,-5.5,4.1,0.50617284
Denzel Mims,Main-20-FD-15,5500,WR,NYJ,8.1,0,0,44,13.25,17.5,3.3,0.407407407
Sammy Watkins,Main-20-FD-14,5600,WR,KC,8.1,0,0,50.5,28.75,-7,6.2,0.765432099
Keelan Cole Sr.,Main-20-FD-11,5300,WR,JAC,8.1,0,0,47,18,11,3.6,0.444444444
Rashard Higgins,Main-20-FD-10,5500,WR,CLE,8.1,0,0,46,25.3,-4.5,6.3,0.777777778
Michael Gallup,Main-20-FD-09,5400,WR,DAL,8.1,0,0,44,15,14,5.1,0.62962963
Mecole Hardman,Main-20-FD-08,5400,WR,KC,8.1,0,0,49,34.5,-20,19.1,2.358024691
Russell Gage,Main-20-FD-07,5300,WR,ATL,8.1,0,0,54,27.5,-1,8.4,1.037037037
Allen Lazard,Main-19-FD-17,5400,WR,GB,8.1,0,0,44,28.8,-13.5,14.9,1.839506173
Russell Gage,Main-19-FD-16,5100,WR,ATL,8.1,0,0,48,27.8,-7.5,8.1,1
Cole Beasley,Main-19-FD-07,5600,WR,BUF,8.1,0,0,42.5,29.8,-17,9.1,1.12345679
A.J. Brown,Main-19-FD-07,5300,WR,TEN,8.1,0,0,42.5,22.8,-3,9.2,1.135802469
Corey Davis,Main-19-FD-07,5000,WR,TEN,8.1,0,0,42.5,22.8,-3,17,2.098765432
A.J. Brown,Main-19-FD-05,5600,WR,TEN,8.1,0,0,39.5,21.5,-3.5,3.7,0.456790123
Zach Pascal,Main-20-FD-03,5100,WR,IND,8.1,0,0,44,28.3,-12.5,4.4,0.543209877
