player,slate,salary,position,team,projection,adjusted_opportunity,value,game_total,team_total,spread,actual,diff
Chris Godwin,Main-20-FD-12,7400,WR,TB,12,0,0,56,26.3,3.5,13.7,1.141666667
DJ Chark Jr.,Main-20-FD-10,6600,WR,JAC,12,0,0,47,16.8,13.5,7.6,0.633333333
Michael Gallup,Main-20-FD-04,5900,WR,DAL,12,0,0,56.5,30,-3.5,3.9,0.325
Keenan Allen,Main-19-FD-13,6800,WR,LAC,12,0,0,39,21.8,-4.5,15.8,1.316666667
Terry McLaurin,Main-19-FD-11,5500,WR,WAS,12,0,0,37.5,19.3,-1,8.4,0.7
JuJu Smith-Schuster,Main-19-FD-09,7300,WR,PIT,12,0,0,39.5,20.3,-1,3.1,0.258333333
Courtland Sutton,Main-19-FD-06,5900,WR,DEN,12,0,0,41,21,-1,9.6,0.8
Stefon Diggs,Main-19-FD-05,6000,WR,MIN,12,0,0,44,24.8,-5.5,5.9,0.491666667
T.Y. Hilton,Main-19-FD-02,7600,WR,IND,12,0,0,43.5,20.3,3,12.3,1.025
Tyrell Williams,Main-19-FD-02,5900,WR,OAK,12,0,0,53.5,23.3,7,13.1,1.091666667
Kenny Golladay,Main-19-FD-01,6900,WR,DET,12,0,0,45.5,24,-2.5,12.2,1.016666667
Marquise Brown,Main-20-FD-02,6200,WR,BAL,12,0,2,49.5,28.5,-7.5,6.7,0.558333333
DJ Moore,Main-20-FD-02,6800,WR,CAR,12,0,2,47,19.8,7.5,16,1.333333333
Emmanuel Sanders,Main-20-FD-17,6200,WR,NO,11.9,0,0,47,26.5,-6,16.8,1.411764706
Amari Cooper,Main-20-FD-14,6800,WR,DAL,11.9,0,0,44,23.5,-3,13.1,1.100840336
Mike Evans,Main-20-FD-12,7100,WR,TB,11.9,0,0,56,26.3,3.5,18.5,1.554621849
JuJu Smith-Schuster,Main-20-FD-10,6400,WR,PIT,11.9,0,0,45.5,26,-6.5,18.2,1.529411765
Chris Godwin,Main-20-FD-10,7500,WR,TB,11.9,0,0,49.5,27.8,-6,12.2,1.025210084
Robby Anderson,Main-20-FD-04,6200,WR,CAR,11.9,0,0,52.5,24.8,3,13.9,1.168067227
Marquise Brown,Main-20-FD-04,6300,WR,BAL,11.9,0,0,45,29.8,-14.5,10.6,0.890756303
Jarvis Landry,Main-19-FD-16,6900,WR,CLE,11.9,0,0,48.5,19.5,9.5,10.9,0.915966387
Kenny Golladay,Main-19-FD-16,7400,WR,DET,11.9,0,0,40,15.3,9.5,15.6,1.31092437
Calvin Ridley,Main-19-FD-14,6900,WR,ATL,11.9,0,0,48,25.8,-3.5,16.1,1.352941176
Courtland Sutton,Main-19-FD-14,7300,WR,DEN,11.9,0,0,42.5,17.3,8,5.9,0.495798319
Tyler Boyd,Main-19-FD-13,6000,WR,CIN,11.9,0,0,43,20.3,2.5,14.4,1.210084034
DeVante Parker,Main-19-FD-13,6000,WR,MIA,11.9,0,0,45,17.3,10.5,31.4,2.638655462
Stefon Diggs,Main-19-FD-11,7300,WR,MIN,11.9,0,0,40.5,25.3,-10,20.6,1.731092437
Allen Robinson II,Main-19-FD-10,7100,WR,CHI,11.9,0,0,38,22.5,-7,11.6,0.974789916
John Brown,Main-19-FD-02,6300,WR,BUF,11.9,0,0,44.5,22.8,-1,10.7,0.899159664
Tyler Boyd,Main-19-FD-02,6300,WR,CIN,11.9,0,0,46,23.5,-1,17.2,1.445378151
Brandin Cooks,Main-19-FD-01,7000,WR,LAR,11.9,0,0,49.5,25.5,-1.5,4.9,0.411764706
Tyler Boyd,Main-19-FD-03,6600,WR,CIN,11.9,0,0,43.5,19,5.5,9.8,0.823529412
Stefon Diggs,Main-19-FD-03,6700,WR,MIN,11.9,0,0,43,25.8,-8.5,3,0.25210084
John Brown,Main-19-FD-03,5900,WR,BUF,11.9,0,0,43.5,24.5,-5.5,7.5,0.630252101
Marquise Brown,Main-19-FD-03,6100,WR,BAL,11.9,0,0,52,23.8,4.5,5.9,0.495798319
Julian Edelman,Main-20-FD-03,6500,WR,NE,11.9,0,0,47,27,-7,3.2,0.268907563
Michael Gallup,Main-20-FD-02,6000,WR,DAL,11.9,0,1.98,53,28,-3,6.8,0.571428571
Calvin Ridley,Main-20-FD-01,6600,WR,ATL,11.9,0,1.98,49.5,25.3,-1,29.4,2.470588235
Tee Higgins,Main-21-FD-01,6000,WR,CIN,11.8,9.8,0,48,22.5,3,13.8,1.169491525
Diontae Johnson,Main-20-FD-16,6700,WR,PIT,11.8,0,0,43,21,1,17.7,1.5
Brandon Aiyuk,Main-20-FD-14,6700,WR,SF,11.8,0,0,43.5,23.25,-3,16.9,1.43220339
DeVante Parker,Main-20-FD-10,6000,WR,MIA,11.8,0,0,48.5,25,-1.5,4.1,0.347457627
Brandon Aiyuk,Main-20-FD-10,6500,WR,SF,11.8,0,0,49.5,20,9.5,16.2,1.372881356
Jerry Jeudy,Main-20-FD-10,5800,WR,DEN,11.8,0,0,50.5,23.5,3.5,8.8,0.745762712
Deebo Samuel,Main-19-FD-15,6500,WR,SF,11.8,0,0,50,30.3,-10.5,4.2,0.355932203
Courtland Sutton,Main-19-FD-15,7000,WR,DEN,11.8,0,0,43,16.5,10,9.9,0.838983051
DeVante Parker,Main-19-FD-12,6000,WR,MIA,11.8,0,0,45.5,17.3,11,12.1,1.025423729
Michael Gallup,Main-19-FD-11,6700,WR,DAL,11.8,0,0,46.5,27,-7.5,19.3,1.63559322
John Brown,Main-19-FD-10,5800,WR,BUF,11.8,0,0,42,19.5,3,10.2,0.86440678
Tyrell Williams,Main-19-FD-09,6300,WR,OAK,11.8,0,0,51.5,27,-2.5,6.3,0.533898305
Calvin Ridley,Main-19-FD-08,5400,WR,ATL,11.8,0,0,48.5,20.5,7.5,11,0.93220339
Calvin Ridley,Main-19-FD-06,5500,WR,ATL,11.8,0,0,52.5,27.8,-3,12.8,1.084745763
Alshon Jeffery,Main-19-FD-05,6700,WR,PHI,11.8,0,0,43,28.5,-14,8.2,0.694915254
Marvin Jones Jr.,Main-19-FD-04,5900,WR,DET,11.8,0,0,54.5,23.5,7.5,9.2,0.779661017
Josh Gordon,Main-19-FD-04,6200,WR,NE,11.8,0,0,41.5,24.3,-7,6.1,0.516949153
Terry McLaurin,Main-20-FD-01,6500,WR,WAS,11.8,0,1.97,41.5,18,5.5,8.6,0.728813559
Amari Cooper,Main-20-FD-17,6700,WR,DAL,11.7,0,0,44.5,23,-1.5,7.1,0.606837607
Mike Evans,Main-20-FD-10,7300,WR,TB,11.7,0,0,49.5,27.8,-6,16.7,1.427350427
CeeDee Lamb,Main-20-FD-04,5600,WR,DAL,11.7,0,0,56.5,30,-3.5,22.7,1.94017094
Robert Woods,Main-19-FD-17,7700,WR,LAR,11.7,0,0,46,26.5,-7,17.1,1.461538462
DJ Chark Jr.,Main-19-FD-14,6200,WR,JAC,11.7,0,0,42,19.3,3.5,12,1.025641026
Terry McLaurin,Main-19-FD-12,5800,WR,WAS,11.7,0,0,39,17.5,4,9.7,0.829059829
Kenny Golladay,Main-19-FD-11,7600,WR,DET,11.7,0,0,46.5,19.5,7.5,3.9,0.333333333
Marvin Jones Jr.,Main-19-FD-10,6600,WR,DET,11.7,0,0,38,15.5,7,10.2,0.871794872
Marvin Jones Jr.,Main-19-FD-09,5700,WR,DET,11.7,0,0,51.5,24.5,2.5,22.6,1.931623932
Allen Robinson II,Main-19-FD-04,7000,WR,CHI,11.7,0,0,38,18.5,1,11.2,0.957264957
DJ Moore,Main-19-FD-04,6400,WR,CAR,11.7,0,0,47.5,21,5.5,5.9,0.504273504
Calvin Ridley,Main-19-FD-04,5800,WR,ATL,11.7,0,0,46,24.8,-3.5,4.7,0.401709402
Allen Robinson II,Main-19-FD-02,7200,WR,CHI,11.7,0,0,41,22,-3,6.1,0.521367521
Chris Godwin,Main-19-FD-01,6900,WR,TB,11.7,0,0,51,26,-1,12.8,1.094017094
Tyrell Williams,Main-19-FD-03,6200,WR,OAK,11.7,0,0,43,17.3,8.5,10.4,0.888888889
Christian Kirk,Main-19-FD-03,5900,WR,ARI,11.7,0,0,46,24.3,-2.5,10.9,0.931623932
Michael Gallup,Main-20-FD-03,5700,WR,DAL,11.7,0,0,58,26.3,5.5,22.8,1.948717949
Tyler Lockett,Main-20-FD-01,6800,WR,SEA,11.7,0,1.95,49.5,24.3,1,13.2,1.128205128
Keenan Allen,Main-20-FD-01,7000,WR,LAC,11.7,0,1.67,41.5,22,-2.5,5.7,0.487179487
Diontae Johnson,Main-21-FD-01,6600,WR,PIT,11.6,10.4,0,48.5,21,6.5,12.1,1.043103448
Tyler Lockett,Main-20-FD-15,7400,WR,SEA,11.6,0,0,43.5,25,-6.5,5.4,0.465517241
Christian Kirk,Main-20-FD-10,6300,WR,ARI,11.6,0,0,56,29.5,-3,4.7,0.405172414
Jarvis Landry,Main-20-FD-08,5800,WR,CLE,11.6,0,0,48,24.5,-1,7.2,0.620689655
Hunter Renfrow,Main-20-FD-04,5300,WR,LV,11.6,0,0,53,25,3,8.2,0.706896552
T.Y. Hilton,Main-20-FD-04,5900,WR,IND,11.6,0,0,43.5,23.5,-3.5,4.4,0.379310345
Dede Westbrook,Main-19-FD-15,6000,WR,JAC,11.6,0,0,47,20,7,3.1,0.267241379
Tyler Lockett,Main-19-FD-15,6900,WR,SEA,11.6,0,0,48.5,27.3,-6,22,1.896551724
Courtland Sutton,Main-19-FD-11,6600,WR,DEN,11.6,0,0,40.5,15.3,10,16.32,1.406896552
Curtis Samuel,Main-19-FD-11,6300,WR,CAR,11.6,0,0,49,26.3,-3.5,4.5,0.387931034
DJ Moore,Main-19-FD-10,5800,WR,CAR,11.6,0,0,49,22,5,16.5,1.422413793
Odell Beckham Jr.,Main-19-FD-08,7400,WR,CLE,11.6,0,0,43,16.8,9.5,7.7,0.663793103
Michael Gallup,Main-19-FD-06,6100,WR,DAL,11.6,0,0,43.5,25.3,-7,6.8,0.586206897
Stefon Diggs,Main-19-FD-06,5800,WR,MIN,11.6,0,0,44,23.8,-3.5,40,3.448275862
Curtis Samuel,Main-19-FD-04,5800,WR,CAR,11.6,0,0,47.5,21,5.5,4.8,0.413793103
Josh Gordon,Main-19-FD-02,6300,WR,NE,11.6,0,0,48.5,33.3,-18,2.9,0.25
Robert Woods,Main-19-FD-01,7000,WR,LAR,11.6,0,0,49.5,25.5,-1.5,12.6,1.086206897
Curtis Samuel,Main-19-FD-03,5800,WR,CAR,11.6,0,0,46,21.8,2.5,13.8,1.189655172
DJ Chark Jr.,Main-20-FD-01,6600,WR,JAC,11.6,0,1.93,44,18.5,7,10,0.862068966
Tee Higgins,Main-20-FD-14,6400,WR,CIN,11.5,0,0,44,20.5,3,7.4,0.643478261
Michael Pittman Jr.,Main-20-FD-13,5600,WR,IND,11.5,0,0,50,26.75,-3.5,7.1,0.617391304
Corey Davis,Main-20-FD-13,6100,WR,TEN,11.5,0,0,54,29,-4,29.7,2.582608696
Curtis Samuel,Main-20-FD-12,5900,WR,CAR,11.5,0,0,50,23.5,3,10.2,0.886956522
Christian Kirk,Main-20-FD-12,6100,WR,ARI,11.5,0,0,51,26,-1,3.4,0.295652174
Jakobi Meyers,Main-20-FD-11,6000,WR,NE,11.5,0,0,49.5,26,-2.5,5.3,0.460869565
Tee Higgins,Main-20-FD-10,6100,WR,CIN,11.5,0,0,45.5,19.5,6.5,19,1.652173913
Michael Gallup,Main-20-FD-05,5700,WR,DAL,11.5,0,0,52,29.8,-7.5,9.3,0.808695652
Marvin Jones Jr.,Main-19-FD-12,7200,WR,DET,11.5,0,0,39,21.5,-4,7.1,0.617391304
Marquise Brown,Main-19-FD-11,5600,WR,BAL,11.5,0,0,51,27.5,-4,3.3,0.286956522
Golden Tate,Main-19-FD-10,6300,WR,NYG,11.5,0,0,43,23,-3,21.5,1.869565217
Odell Beckham Jr.,Main-19-FD-10,6900,WR,CLE,11.5,0,0,42,22.5,-3,8.2,0.713043478
Stefon Diggs,Main-19-FD-02,6900,WR,MIN,11.5,0,0,43,20,3,9.4,0.817391304
Tyler Boyd,Main-19-FD-01,6900,WR,CIN,11.5,0,0,44,17.3,9.5,10.3,0.895652174
Cooper Kupp,Main-19-FD-01,6800,WR,LAR,11.5,0,0,49.5,25.5,-1.5,8.1,0.704347826
CeeDee Lamb,Main-20-FD-03,5600,WR,DAL,11.5,0,0,58,26.3,5.5,9.1,0.791304348
T.Y. Hilton,Main-20-FD-03,6200,WR,IND,11.5,0,0,44,28.3,-12.5,6.7,0.582608696
Cooper Kupp,Main-20-FD-02,7200,WR,LAR,11.5,0,1.64,46,22,2,10.5,0.913043478
T.Y. Hilton,Main-20-FD-02,6300,WR,IND,11.5,0,1.92,49,26.3,-3.5,4.3,0.373913043
Marvin Jones Jr.,Main-20-FD-01,6200,WR,DET,11.5,0,1.92,42.5,22.5,-2.5,7.5,0.652173913
Marvin Jones Jr.,Main-20-FD-14,6200,WR,DET,11.4,0,0,55.5,24,7.5,6.8,0.596491228
Sterling Shepard,Main-20-FD-12,5400,WR,NYG,11.4,0,0,45,25.8,-6.5,10.3,0.903508772
Cole Beasley,Main-20-FD-12,5400,WR,BUF,11.4,0,0,51,27.8,-4.5,8.3,0.728070175
DJ Chark Jr.,Main-20-FD-11,6200,WR,JAC,11.4,0,0,47,18,11,6.1,0.535087719
JuJu Smith-Schuster,Main-20-FD-09,6500,WR,PIT,11.4,0,0,44,29,-14,18.3,1.605263158
DJ Chark Jr.,Main-20-FD-06,6600,WR,JAC,11.4,0,0,52.5,24.8,3,8,0.701754386
DeVante Parker,Main-19-FD-17,6900,WR,MIA,11.4,0,0,46,14.3,17.5,17.7,1.552631579
Tyler Boyd,Main-19-FD-08,5600,WR,CIN,11.4,0,0,48.5,18.3,12,9.8,0.859649123
Demarcus Robinson,Main-19-FD-04,6700,WR,KC,11.4,0,0,54.5,31,-7.5,5.5,0.48245614
DJ Moore,Main-19-FD-01,6200,WR,CAR,11.4,0,0,49.5,24,1.5,9.1,0.798245614
Marvin Jones Jr.,Main-19-FD-03,5400,WR,DET,11.4,0,0,45,20.5,4,19.1,1.675438596
Will Fuller V,Main-19-FD-03,6000,WR,HOU,11.4,0,0,49,23,3,7.6,0.666666667
Darius Slayton,Main-20-FD-03,5500,WR,NYG,11.4,0,0,44,20.5,3,4.8,0.421052632
Kenny Golladay,Main-20-FD-03,7500,WR,DET,11.4,0,0,55.5,25.5,4.5,14.7,1.289473684
Stefon Diggs,Main-20-FD-02,6800,WR,BUF,11.4,0,1.9,42.5,24,-5.5,25.3,2.219298246
Marquise Brown,Main-20-FD-01,5900,WR,BAL,11.4,0,2.28,47,27,-7,12.6,1.105263158
DK Metcalf,Main-20-FD-01,6400,WR,SEA,11.4,0,1.9,49.5,24.3,1,17.5,1.535087719
Robby Anderson,Main-20-FD-17,6600,WR,CAR,11.3,0,0,47,20.5,6,5.5,0.486725664
Tyler Lockett,Main-20-FD-16,6900,WR,SEA,11.3,0,0,48,24.8,-1.5,5.9,0.522123894
Emmanuel Sanders,Main-20-FD-15,5500,WR,NO,11.3,0,0,52,24.5,3,9.6,0.849557522
Brandin Cooks,Main-20-FD-15,6600,WR,HOU,11.3,0,0,51,21.75,7.5,8.9,0.787610619
Jamison Crowder,Main-20-FD-05,6300,WR,NYJ,11.3,0,0,48.5,20.8,7,21.6,1.911504425
Terry McLaurin,Main-19-FD-15,6000,WR,WAS,11.3,0,0,38,15.5,7,21.5,1.902654867
Kenny Golladay,Main-19-FD-14,7400,WR,DET,11.3,0,0,43.5,15.8,12,14.8,1.309734513
Robby Anderson,Main-19-FD-14,6400,WR,NYJ,11.3,0,0,47,26,-5,21.5,1.902654867
Christian Kirk,Main-19-FD-13,6100,WR,ARI,11.3,0,0,47,22.3,2.5,3.8,0.336283186
JuJu Smith-Schuster,Main-19-FD-10,6800,WR,PIT,11.3,0,0,43,19.5,4,5.9,0.522123894
Odell Beckham Jr.,Main-19-FD-09,7000,WR,CLE,11.3,0,0,39,21.5,-4,10.7,0.946902655
Tyrell Williams,Main-19-FD-04,5900,WR,OAK,11.3,0,0,46,20.3,5.5,11.1,0.982300885
Kenny Golladay,Main-19-FD-02,6600,WR,DET,11.3,0,0,47,23,1,21.7,1.920353982
Tyler Boyd,Main-20-FD-03,5800,WR,CIN,11.3,0,0,46.5,20.5,5.5,17.5,1.548672566
DJ Chark Jr.,Main-20-FD-02,6700,WR,JAC,11.3,0,1.88,44.5,18.8,7,10.4,0.920353982
Marvin Jones Jr.,Main-20-FD-15,6100,WR,DET,11.2,0,0,51.5,20.3,11,22.2,1.982142857
Jamison Crowder,Main-20-FD-12,6300,WR,NYJ,11.2,0,0,46,19.3,7.5,4.6,0.410714286
Tyler Boyd,Main-20-FD-12,6900,WR,CIN,11.2,0,0,45,19.3,6.5,3,0.267857143
John Brown,Main-20-FD-10,5600,WR,BUF,11.2,0,0,56,26.5,3,10.2,0.910714286
Jarvis Landry,Main-20-FD-04,5700,WR,CLE,11.2,0,0,56.5,26.5,3.5,12.78,1.141071429
Mike Williams,Main-19-FD-16,6500,WR,LAC,11.2,0,0,45,26.3,-7.5,6.6,0.589285714
Robert Woods,Main-19-FD-13,7100,WR,LAR,11.2,0,0,47,24.8,-2.5,23.7,2.116071429
Courtland Sutton,Main-19-FD-13,6600,WR,DEN,11.2,0,0,39,17.3,4.5,21.4,1.910714286
Christian Kirk,Main-19-FD-10,5700,WR,ARI,11.2,0,0,51,22.8,5.5,34.8,3.107142857
Curtis Samuel,Main-19-FD-10,6100,WR,CAR,11.2,0,0,49,22,5,11.5,1.026785714
Jarvis Landry,Main-19-FD-06,6700,WR,CLE,11.2,0,0,45.5,23.3,-1,5.1,0.455357143
Brandin Cooks,Main-19-FD-06,6500,WR,LAR,11.2,0,0,49.5,26.3,-3,4.7,0.419642857
DJ Chark Jr.,Main-19-FD-05,5800,WR,JAC,11.2,0,0,41,19,3,32.4,2.892857143
T.Y. Hilton,Main-20-FD-17,6300,WR,IND,11.1,0,0,48,31.8,-15.5,12.2,1.099099099
Brandin Cooks,Main-20-FD-16,7000,WR,HOU,11.1,0,0,46,26.8,-7.5,23.6,2.126126126
Keke Coutee,Main-20-FD-16,6100,WR,HOU,11.1,0,0,46,26.8,-7.5,7.9,0.711711712
Keke Coutee,Main-20-FD-15,5900,WR,HOU,11.1,0,0,51,21.75,7.5,11.8,1.063063063
Tyler Boyd,Main-20-FD-14,6700,WR,CIN,11.1,0,0,44,20.5,3,6.8,0.612612613
Corey Davis,Main-20-FD-12,6000,WR,TEN,11.1,0,0,51.5,24.3,3,8.5,0.765765766
Michael Pittman Jr.,Main-20-FD-12,5700,WR,IND,11.1,0,0,51.5,27.3,-3,3.8,0.342342342
Robby Anderson,Main-20-FD-11,6300,WR,CAR,11.1,0,0,47,22,3,8.1,0.72972973
Amari Cooper,Main-20-FD-11,6900,WR,DAL,11.1,0,0,50,21.5,7,11.1,1
Brandin Cooks,Main-20-FD-11,6100,WR,HOU,11.1,0,0,49.5,23.5,2.5,10.5,0.945945946
Will Fuller V,Main-20-FD-10,7100,WR,HOU,11.1,0,0,46,20.8,4.5,6.3,0.567567568
DJ Moore,Main-20-FD-10,6900,WR,CAR,11.1,0,0,49.5,21.8,6,17.6,1.585585586
Brandin Cooks,Main-20-FD-09,6100,WR,HOU,11.1,0,0,49,28,-7,15.8,1.423423423
Chase Claypool,Main-20-FD-08,6000,WR,PIT,11.1,0,0,44,20,4,10.7,0.963963964
Cooper Kupp,Main-19-FD-17,7400,WR,LAR,11.1,0,0,46,26.5,-7,19.4,1.747747748
Golden Tate,Main-19-FD-17,5900,WR,NYG,11.1,0,0,44,20,4,15.3,1.378378378
John Brown,Main-19-FD-14,6400,WR,BUF,11.1,0,0,44,18.8,6.5,4.1,0.369369369
DK Metcalf,Main-19-FD-12,6700,WR,SEA,11.1,0,0,45.5,23.3,-1,5,0.45045045
Emmanuel Sanders,Main-19-FD-11,6900,WR,SF,11.1,0,0,44,27,-10,4.8,0.432432432
Marquise Brown,Main-19-FD-10,5300,WR,BAL,11.1,0,0,44,27.3,-10.5,16,1.441441441
Antonio Brown,Main-19-FD-02,7800,WR,NE,11.1,0,0,48.5,33.3,-18,14.1,1.27027027
A.J. Green,Main-20-FD-03,5900,WR,CIN,11.1,0,0,46.5,20.5,5.5,6.1,0.54954955
Marvin Jones Jr.,Main-20-FD-03,6100,WR,DET,11.1,0,0,55.5,25.5,4.5,6.6,0.594594595
Keenan Allen,Main-20-FD-02,6900,WR,LAC,11.1,0,1.85,47,19.3,8.5,13.1,1.18018018
Marvin Jones Jr.,Main-20-FD-02,6400,WR,DET,11.1,0,1.85,51,22,7,10.3,0.927927928
CeeDee Lamb,Main-20-FD-02,5200,WR,DAL,11.1,0,2.22,53,28,-3,14.5,1.306306306
Robert Woods,Main-20-FD-17,6800,WR,LAR,11,0,0,42,21.5,-1,5.6,0.509090909
Marvin Jones Jr.,Main-20-FD-17,6100,WR,DET,11,0,0,54,25.5,3,34,3.090909091
Stefon Diggs,Main-20-FD-17,8500,WR,BUF,11,0,0,42.5,19.5,3.5,11.1,1.009090909
Antonio Brown,Main-20-FD-14,6500,WR,TB,11,0,0,52.5,30,-7.5,7.4,0.672727273
Breshad Perriman,Main-20-FD-14,5800,WR,NYJ,11,0,0,48,16.5,15,4.1,0.372727273
T.Y. Hilton,Main-20-FD-14,6000,WR,IND,11,0,0,52.5,27.75,-3,23.1,2.1
Jakobi Meyers,Main-20-FD-12,5800,WR,NE,11,0,0,51,25,1,7.7,0.7
Brandin Cooks,Main-20-FD-07,5900,WR,HOU,11,0,0,55.5,26.5,2.5,9.5,0.863636364
Laviska Shenault Jr.,Main-20-FD-05,5300,WR,JAC,11,0,0,55,24.3,6.5,11.4,1.036363636
DJ Chark Jr.,Main-20-FD-04,6800,WR,JAC,11,0,0,50,24.5,1,25.5,2.318181818
Golden Tate,Main-19-FD-12,6400,WR,NYG,11,0,0,41,17.5,6,10.8,0.981818182
Calvin Ridley,Main-19-FD-10,5300,WR,ATL,11,0,0,51.5,18.8,14,6.2,0.563636364
Keenan Allen,Main-19-FD-08,7500,WR,LAC,11,0,0,41,18.8,3.5,8.8,0.8
Will Fuller V,Main-19-FD-05,5700,WR,HOU,11,0,0,49,26.5,-4,46.7,4.245454545
T.Y. Hilton,Main-19-FD-01,7700,WR,IND,11,0,0,44.5,19.3,6,24.7,2.245454545
Marvin Jones Jr.,Main-19-FD-01,6100,WR,DET,11,0,0,45.5,24,-2.5,8,0.727272727
Russell Gage,Main-20-FD-03,5600,WR,ATL,11,0,0,46,24.3,-2.5,3.6,0.327272727
Corey Davis,Main-20-FD-03,5300,WR,TEN,11,0,0,49.5,26.3,-3,9.4,0.854545455
Nelson Agholor,Main-20-FD-17,5800,WR,LV,10.9,0,0,50.5,26.5,-2.5,6.2,0.568807339
Tee Higgins,Main-20-FD-16,5800,WR,CIN,10.9,0,0,46,19.3,7.5,18.9,1.733944954
Curtis Samuel,Main-20-FD-16,5900,WR,CAR,10.9,0,0,42,21.5,-1,18.3,1.678899083
Marquise Brown,Main-20-FD-16,6200,WR,BAL,10.9,0,0,43.5,26.8,-10,10.5,0.963302752
DJ Chark Jr.,Main-20-FD-15,5800,WR,JAC,10.9,0,0,48,17.5,13,7.3,0.669724771
Deebo Samuel,Main-20-FD-12,6000,WR,SF,10.9,0,0,44.5,19.8,5,18.8,1.724770642
Mike Williams,Main-20-FD-12,6100,WR,LAC,10.9,0,0,51,23.3,4.5,4.1,0.376146789
Marvin Jones Jr.,Main-20-FD-11,6400,WR,DET,10.9,0,0,47,25,-3,7.1,0.651376147
Michael Thomas,Main-20-FD-11,8200,WR,NO,10.9,0,0,49.5,26.5,-3.5,14.9,1.366972477
Sterling Shepard,Main-20-FD-10,5500,WR,NYG,10.9,0,0,46,20.5,5,7.7,0.706422018
Mike Williams,Main-20-FD-10,5900,WR,LAC,10.9,0,0,48.5,23.5,1.5,4.8,0.440366972
Diontae Johnson,Main-20-FD-09,6000,WR,PIT,10.9,0,0,44,29,-14,11.1,1.018348624
Corey Davis,Main-20-FD-08,5400,WR,TEN,10.9,0,0,49.5,28.5,-7.5,22.8,2.091743119
Justin Jefferson,Main-20-FD-04,5400,WR,MIN,10.9,0,0,52.5,24.5,3.5,12.3,1.128440367
Michael Gallup,Main-19-FD-17,6500,WR,DAL,10.9,0,0,47.5,30.3,-13,30.3,2.779816514
Michael Gallup,Main-19-FD-16,6500,WR,DAL,10.9,0,0,47,24.5,-2,12.3,1.128440367
Sterling Shepard,Main-19-FD-15,5900,WR,NYG,10.9,0,0,47,25.3,-3.5,15.6,1.431192661
Darius Slayton,Main-19-FD-15,6300,WR,NYG,10.9,0,0,47,25.3,-3.5,10.1,0.926605505
Christian Kirk,Main-19-FD-14,5900,WR,ARI,10.9,0,0,43.5,20.5,2.5,12.9,1.183486239
Marvin Jones Jr.,Main-19-FD-14,6400,WR,DET,10.9,0,0,43.5,15.8,12,5.3,0.486238532
Michael Gallup,Main-19-FD-12,6800,WR,DAL,10.9,0,0,44.5,19.5,5.5,7.5,0.688073394
Jamison Crowder,Main-19-FD-08,5800,WR,NYJ,10.9,0,0,39.5,16.3,7,3.9,0.357798165
Kenny Stills,Main-19-FD-08,5700,WR,HOU,10.9,0,0,52,28.5,-5,3.7,0.339449541
Calvin Ridley,Main-19-FD-05,5400,WR,ATL,10.9,0,0,49,22.5,4,17.3,1.587155963
Michael Gallup,Main-19-FD-02,6200,WR,DAL,10.9,0,0,46.5,26.3,-6,9.8,0.899082569
Will Fuller V,Main-19-FD-02,6100,WR,HOU,10.9,0,0,43,25.3,-7.5,6,0.550458716
Jarvis Landry,Main-20-FD-03,5800,WR,CLE,10.9,0,0,45,26.3,-7.5,5.6,0.513761468
T.Y. Hilton,Main-20-FD-01,6400,WR,IND,10.9,0,1.82,44,25.5,-7,7.3,0.669724771
Stefon Diggs,Main-20-FD-01,6600,WR,BUF,10.9,0,1.82,39.5,23,-6.5,12.6,1.155963303
Odell Beckham Jr.,Main-20-FD-01,6900,WR,CLE,10.9,0,1.82,47,20,7,3.7,0.339449541
JuJu Smith-Schuster,Main-21-FD-01,6400,WR,PIT,10.8,10.4,0,48.5,21,6.5,7.2,0.666666667
Deebo Samuel,Main-21-FD-01,6300,WR,SF,10.8,11.2,0,45.5,26.5,-7.5,27.4,2.537037037
Laviska Shenault Jr.,Main-20-FD-17,5500,WR,JAC,10.8,0,0,48,16.3,15.5,21.6,2
Jarvis Landry,Main-20-FD-17,6700,WR,CLE,10.8,0,0,45,27.8,-10.5,13.9,1.287037037
Antonio Brown,Main-20-FD-17,6000,WR,TB,10.8,0,0,51,29.3,-7.5,31.3,2.898148148
Robby Anderson,Main-20-FD-16,6600,WR,CAR,10.8,0,0,42,21.5,-1,13.4,1.240740741
Jarvis Landry,Main-20-FD-12,5700,WR,CLE,10.8,0,0,48.5,28,-7.5,24.3,2.25
Nelson Agholor,Main-20-FD-12,5200,WR,LV,10.8,0,0,53,28.3,-3.5,7.9,0.731481481
Brandin Cooks,Main-20-FD-10,6300,WR,HOU,10.8,0,0,46,20.8,4.5,6.9,0.638888889
Marvin Jones Jr.,Main-20-FD-09,6100,WR,DET,10.8,0,0,51.5,24,3.5,11.8,1.092592593
Marquise Brown,Main-20-FD-09,5800,WR,BAL,10.8,0,0,48,23.5,1,5.3,0.490740741
Mike Williams,Main-20-FD-09,6200,WR,LAC,10.8,0,0,52.5,25.8,1,10.6,0.981481481
Deebo Samuel,Main-20-FD-07,5400,WR,SF,10.8,0,0,44,20.5,3,9.7,0.898148148
Julian Edelman,Main-20-FD-06,6200,WR,NE,10.8,0,0,43.5,25.3,-7,3.32,0.307407407
