,starting_position,finishing_position,laps_led,times_led,laps_completed,finishing_status,disqualified,race_name,name,team,series
791,11,10,0,0,312,Running,FALSE,NASCAR Cup Series Championship,Brad Keselowski,RFK Racing,1
792,24,32,0,0,281,Running,FALSE,NASCAR Cup Series Championship,Corey LaJoie,Spire Motorsports,1
793,1,1,107,7,312,Running,FALSE,NASCAR Cup Series Championship,Kyle Larson,Hendrick Motorsports,1
794,10,11,0,0,312,Running,FALSE,NASCAR Cup Series Championship,Joey Logano,Team Penske,1
795,5,16,1,1,312,Running,FALSE,NASCAR Cup Series Championship,Kurt Busch,23XI Racing,1
796,14,18,0,0,312,Running,FALSE,NASCAR Cup Series Championship,Alex Bowman,Hendrick Motorsports,1
797,22,35,0,0,153,Accident,FALSE,NASCAR Cup Series Championship,Chase Briscoe,Stewart-Haas Racing,1
798,35,37,0,0,122,Accident,FALSE,NASCAR Cup Series Championship,Quin Houff,Starcom Racing,1
799,37,30,0,0,303,Running,FALSE,NASCAR Cup Series Championship,Josh Bilicki,Spire Motorsports,1
800,17,21,0,0,312,Running,FALSE,NASCAR Cup Series Championship,Daniel Suarez,Trackhouse Racing Team,1
801,2,5,94,4,312,Running,FALSE,NASCAR Cup Series Championship,Chase Elliott,Hendrick Motorsports,1
802,28,24,0,0,312,Running,FALSE,NASCAR Cup Series Championship,Michael McDowell,Front Row Motorsports,1
803,19,23,0,0,312,Running,FALSE,NASCAR Cup Series Championship,Ryan Newman,Roush Fenway Racing,1
804,25,39,0,0,5,Accident,FALSE,NASCAR Cup Series Championship,Bubba Wallace,23XI Racing,1
805,3,17,0,0,312,Running,FALSE,NASCAR Cup Series Championship,William Byron,Hendrick Motorsports,1
806,18,6,0,0,312,Running,FALSE,NASCAR Cup Series Championship,Aric Almirola,Stewart-Haas Racing,1
807,32,27,0,0,309,Running,FALSE,NASCAR Cup Series Championship,BJ McLeod,Live Fast Motorsports,1
808,4,4,33,2,312,Running,FALSE,NASCAR Cup Series Championship,Ryan Blaney,Team Penske,1
809,39,38,0,0,57,Handling,FALSE,NASCAR Cup Series Championship,Timmy Hill,,1
810,23,15,0,0,312,Running,FALSE,NASCAR Cup Series Championship,Austin Dillon,Richard Childress Racing,1
811,26,25,0,0,311,Running,FALSE,NASCAR Cup Series Championship,Chris Buescher,RFK Racing,1
812,33,28,0,0,306,Running,FALSE,NASCAR Cup Series Championship,Cody Ware,,1
813,13,7,0,0,312,Running,FALSE,NASCAR Cup Series Championship,Kyle Busch,Joe Gibbs Racing,1
814,15,12,0,0,312,Running,FALSE,NASCAR Cup Series Championship,Matt DiBenedetto,Rackley W.A.R.,1
815,27,22,0,0,312,Running,FALSE,NASCAR Cup Series Championship,Erik Jones,Petty GMS Motorsports,1
816,0,0,0,0,0,,FALSE,NextEra Energy 250,Tim Viens,CMI Motorsports,3
817,16,12,0,0,253,Running,FALSE,Food City Dirt Race,Michael McDowell,Front Row Motorsports,1
818,23,36,0,0,39,Accident,FALSE,Food City Dirt Race,Aric Almirola,Stewart-Haas Racing,1
819,12,13,0,0,253,Running,FALSE,Food City Dirt Race,Matt DiBenedetto,Rackley W.A.R.,1
820,33,25,0,0,252,Running,FALSE,Food City Dirt Race,Quin Houff,Starcom Racing,1
821,25,20,0,0,252,Running,FALSE,Food City Dirt Race,Chase Briscoe,Stewart-Haas Racing,1
822,37,30,0,0,247,Running,FALSE,Food City Dirt Race,Josh Bilicki,Spire Motorsports,1
823,11,14,0,0,253,Running,FALSE,Food City Dirt Race,Chris Buescher,RFK Racing,1
824,21,24,0,0,252,Running,FALSE,Food City Dirt Race,Cole Custer,Stewart-Haas Racing,1
825,27,7,0,0,253,Running,FALSE,Food City Dirt Race,Tyler Reddick,Richard Childress Racing,1
826,10,1,61,1,253,Running,FALSE,Food City Dirt Race,Joey Logano,Team Penske,1
827,20,11,0,0,253,Running,FALSE,Food City Dirt Race,Brad Keselowski,RFK Racing,1
828,5,19,126,1,253,Running,FALSE,Food City Dirt Race,Martin Truex Jr.,Joe Gibbs Racing,1
829,4,17,7,1,253,Running,FALSE,Food City Dirt Race,Kyle Busch,Joe Gibbs Racing,1
830,9,21,0,0,252,Running,FALSE,Food City Dirt Race,Austin Dillon,Richard Childress Racing,1
831,24,9,0,0,253,Running,FALSE,Food City Dirt Race,Erik Jones,Petty GMS Motorsports,1
832,8,6,0,0,253,Running,FALSE,Food City Dirt Race,William Byron,Hendrick Motorsports,1
833,2,3,1,1,253,Running,FALSE,Food City Dirt Race,Denny Hamlin,Joe Gibbs Racing,1
834,13,2,0,0,253,Running,FALSE,Food City Dirt Race,Ricky Stenhouse Jr.,JTG Daugherty Racing,1
835,35,37,0,0,39,Accident,FALSE,Food City Dirt Race,Shane Golobic,,1
836,17,35,0,0,52,Accident,FALSE,Food City Dirt Race,Ross Chastain,Trackhouse Racing Team,1
837,34,28,0,0,249,Running,FALSE,Food City Dirt Race,J.J. Yeley,Rick Ware Racing,1
838,3,8,0,0,253,Running,FALSE,Food City Dirt Race,Ryan Blaney,Team Penske,1
839,38,31,0,0,244,Accident,FALSE,Food City Dirt Race,Mike Marlar,,1
840,29,39,0,0,39,Accident,FALSE,Food City Dirt Race,Anthony Alfredo,Our Motorsports,1
841,18,4,58,1,253,Running,FALSE,Food City Dirt Race,Daniel Suarez,Trackhouse Racing Team,1
842,39,26,0,0,252,Running,FALSE,Food City Dirt Race,Ty Dillon,Petty GMS Motorsports,1
843,31,32,0,0,242,Running,FALSE,Food City Dirt Race,Cody Ware,,1
844,1,29,0,1,248,Running,FALSE,Food City Dirt Race,Kyle Larson,Hendrick Motorsports,1
845,30,38,0,0,39,Accident,FALSE,Food City Dirt Race,Corey LaJoie,Spire Motorsports,1
846,32,23,0,0,252,Running,FALSE,Food City Dirt Race,Stewart Friesen,Halmar Friesen Racing,1
847,28,16,0,0,253,Running,FALSE,Food City Dirt Race,Kurt Busch,23XI Racing,1
848,26,10,0,0,253,Running,FALSE,Food City Dirt Race,Chase Elliott,Hendrick Motorsports,1
849,19,27,0,0,251,Running,FALSE,Food City Dirt Race,Bubba Wallace,23XI Racing,1
850,15,34,0,0,54,Accident,FALSE,Food City Dirt Race,Christopher Bell,Joe Gibbs Racing,1
851,14,5,0,0,253,Running,FALSE,Food City Dirt Race,Ryan Newman,Roush Fenway Racing,1
852,22,18,0,0,253,Running,FALSE,Food City Dirt Race,Ryan Preece,JTG Daugherty Racing,1
853,7,22,0,0,252,Running,FALSE,Food City Dirt Race,Alex Bowman,Hendrick Motorsports,1
854,6,15,0,0,253,Running,FALSE,Food City Dirt Race,Kevin Harvick,Stewart-Haas Racing,1
855,36,33,0,0,62,Engine,FALSE,Food City Dirt Race,Chris Windom,,1
856,6,12,0,0,41,Running,FALSE,Toyota Tundra 225,John Hunter Nemechek,Kyle Busch Motorsports,3
857,11,10,3,1,41,Running,FALSE,Toyota Tundra 225,Ben Rhodes,ThorSport Racing,3
858,3,5,14,2,41,Running,FALSE,Toyota Tundra 225,Sheldon Creed,Richard Childress Racing,3
859,9,9,0,0,41,Running,FALSE,Toyota Tundra 225,Austin Hill,Richard Childress Racing,3
860,5,1,8,2,41,Running,FALSE,Toyota Tundra 225,Todd Gilliland,Front Row Motorsports,3
861,4,15,1,1,41,Running,FALSE,Toyota Tundra 225,Matt Crafton,ThorSport Racing,3
862,23,4,0,0,41,Running,FALSE,Toyota Tundra 225,Grant Enfinger,GMS Racing,3
863,15,8,0,0,41,Running,FALSE,Toyota Tundra 225,Zane Smith,Front Row Motorsports,3
864,16,17,0,0,41,Running,FALSE,Toyota Tundra 225,Stewart Friesen,Halmar Friesen Racing,3
865,17,7,0,0,41,Running,FALSE,Toyota Tundra 225,Carson Hocevar,Niece Motorsports,3
866,27,22,0,0,41,Running,FALSE,Toyota Tundra 225,Johnny Sauter,ThorSport Racing,3
867,29,16,0,0,41,Running,FALSE,Toyota Tundra 225,Austin Wayne Self,AM Racing,3
868,20,33,0,0,39,Running,FALSE,Toyota Tundra 225,Chandler Smith,Kyle Busch Motorsports,3
869,1,3,4,1,41,Running,FALSE,Toyota Tundra 225,Tyler Ankrum,Hattori Racing Enterprises,3
870,28,14,0,0,41,Running,FALSE,Toyota Tundra 225,Hailie Deegan,David Gilliland Racing,3
871,12,20,0,0,41,Running,FALSE,Toyota Tundra 225,Ryan Truex,Niece Motorsports,3
872,19,21,0,0,41,Running,FALSE,Toyota Tundra 225,Derek Kraus,McAnally-Hilgemann Racing,3
873,36,31,0,0,40,Running,FALSE,Toyota Tundra 225,Tanner Gray,David Gilliland Racing,3
874,18,32,0,0,40,Running,FALSE,Toyota Tundra 225,Timothy Peters,Rackley W.A.R.,3
875,13,13,0,0,41,Running,FALSE,Toyota Tundra 225,Parker Kligerman,Henderson Motorsports,3
876,31,27,0,0,41,Running,FALSE,Toyota Tundra 225,Chase Purdy,Hattori Racing Enterprises,3
877,10,35,0,0,36,Suspension,FALSE,Toyota Tundra 225,Christian Eckes,,3
878,30,25,0,0,41,Running,FALSE,Toyota Tundra 225,Tate Fogleman,On Point Motorsports,3
879,0,0,0,0,0,,FALSE,Toyota Tundra 225,Spencer Boyd,Young's Motorsports,3
880,0,0,0,0,0,,FALSE,Toyota Tundra 225,Dawson Cram,,3
881,22,24,0,0,41,Running,FALSE,Toyota Tundra 225,Timmy Hill,,3
882,34,30,0,0,41,Running,FALSE,Toyota Tundra 225,Cory Roper,Roper Racing,3
883,2,2,11,1,41,Running,FALSE,Toyota Tundra 225,Kaz Grala,Richard Childress Racing,3
884,0,0,0,0,0,,FALSE,Toyota Tundra 225,Jennifer Jo Cobb,Jennifer Jo Cobb Racing,3
885,24,19,0,0,41,Running,FALSE,Toyota Tundra 225,Camden Murphy,,3
886,21,6,0,0,41,Running,FALSE,Toyota Tundra 225,Sam Mayer,JR Motorsports,3
887,8,18,0,0,41,Running,FALSE,Toyota Tundra 225,Parker Chase,,3
888,14,26,0,0,41,Running,FALSE,Toyota Tundra 225,Bayley Currey,JD Motorsports,3
889,26,11,0,0,41,Running,FALSE,Toyota Tundra 225,Paul Menard,Wood Brothers Racing,3
890,32,23,0,0,41,Running,FALSE,Toyota Tundra 225,Lawless Alan,Niece Motorsports,3
891,33,28,0,0,41,Running,FALSE,Toyota Tundra 225,Jack Wood,GMS Racing,3
892,25,29,0,0,41,Running,FALSE,Toyota Tundra 225,Michele Abbate,,3
893,35,34,0,0,38,Running,FALSE,Toyota Tundra 225,Roger Reuse,,3
894,7,36,0,0,34,Running,FALSE,Toyota Tundra 225,Cameron Lawrence,,3
895,0,0,0,0,0,,FALSE,Toyota Tundra 225,Logan Bearden,,3
896,0,0,0,0,0,,FALSE,Toyota Tundra 225,Samuel Lecomte,,3
897,0,0,0,0,0,,FALSE,Toyota Tundra 225,John Atwell,,3
898,0,0,0,0,0,,FALSE,Toyota Tundra 225,Brad Gross,,3
899,9,11,0,0,250,Running,FALSE,ToyotaCare 250,Sheldon Creed,Richard Childress Racing,3
900,0,0,0,0,0,,FALSE,ToyotaCare 250,Trey Hutchens III,,3
901,15,28,0,0,245,Running,FALSE,ToyotaCare 250,Chase Purdy,Hattori Racing Enterprises,3
902,33,38,0,0,168,DVP,FALSE,ToyotaCare 250,Jennifer Jo Cobb,Jennifer Jo Cobb Racing,3
903,40,9,0,0,250,Running,FALSE,ToyotaCare 250,Sam Mayer,JR Motorsports,3
904,7,18,11,1,250,Running,FALSE,ToyotaCare 250,Matt Crafton,ThorSport Racing,3
905,16,40,0,0,44,Rear Gear,FALSE,ToyotaCare 250,Ryan Truex,Niece Motorsports,3
906,34,21,0,0,250,Running,FALSE,ToyotaCare 250,Timmy Hill,,3
907,37,33,0,0,240,Running,FALSE,ToyotaCare 250,Josh Reaume,Reaume Brothers Racing,3
908,35,34,0,0,221,Running,FALSE,ToyotaCare 250,Howie Disavino III,,3
909,19,5,0,0,250,Running,FALSE,ToyotaCare 250,Johnny Sauter,ThorSport Racing,3
910,30,3,0,0,250,Running,FALSE,ToyotaCare 250,Tyler Ankrum,Hattori Racing Enterprises,3
911,29,15,0,0,250,Running,FALSE,ToyotaCare 250,Derek Kraus,McAnally-Hilgemann Racing,3
912,12,2,26,1,250,Running,FALSE,ToyotaCare 250,Kyle Busch,Joe Gibbs Racing,3
913,8,6,0,0,250,Running,FALSE,ToyotaCare 250,Todd Gilliland,Front Row Motorsports,3
914,22,35,0,0,212,Accident,FALSE,ToyotaCare 250,Kris Wright,Niece Motorsports,3
915,14,17,0,0,250,Running,FALSE,ToyotaCare 250,Hailie Deegan,David Gilliland Racing,3
916,32,30,0,0,244,Running,FALSE,ToyotaCare 250,Keith McGee,,3
917,39,29,0,0,245,Running,FALSE,ToyotaCare 250,Ryan Reed,Roush Fenway Racing,3
918,28,20,0,0,250,Running,FALSE,ToyotaCare 250,Danny Bohn,,3
919,17,37,0,0,186,Handling,FALSE,ToyotaCare 250,Brett Moffitt,Our Motorsports,3
920,5,23,0,0,249,Running,FALSE,ToyotaCare 250,Raphael Lessard,GMS Racing,3
921,6,14,0,0,250,Running,FALSE,ToyotaCare 250,Zane Smith,Front Row Motorsports,3
922,27,22,0,0,250,Running,FALSE,ToyotaCare 250,Timothy Peters,Rackley W.A.R.,3
923,31,25,0,0,248,Running,FALSE,ToyotaCare 250,Dawson Cram,,3
924,24,39,0,0,82,Accident,FALSE,ToyotaCare 250,Tate Fogleman,On Point Motorsports,3
925,4,13,0,0,250,Running,FALSE,ToyotaCare 250,Stewart Friesen,Halmar Friesen Racing,3
926,10,19,0,0,250,Running,FALSE,ToyotaCare 250,Austin Wayne Self,AM Racing,3
927,1,7,4,3,250,Running,FALSE,ToyotaCare 250,Ben Rhodes,ThorSport Racing,3
928,3,8,71,1,250,Running,FALSE,ToyotaCare 250,Grant Enfinger,GMS Racing,3
929,25,16,0,0,250,Running,FALSE,ToyotaCare 250,Spencer Davis,,3
930,26,27,0,0,247,Running,FALSE,ToyotaCare 250,Spencer Boyd,Young's Motorsports,3
931,18,1,114,3,250,Running,FALSE,ToyotaCare 250,John Hunter Nemechek,Kyle Busch Motorsports,3
932,11,24,0,0,249,Running,FALSE,ToyotaCare 250,Tanner Gray,David Gilliland Racing,3
933,36,26,0,0,247,Running,FALSE,ToyotaCare 250,Jett Noland,,3
934,38,32,0,0,240,Running,FALSE,ToyotaCare 250,Norm Benning,Norm Benning Racing,3
935,13,12,0,0,250,Running,FALSE,ToyotaCare 250,Carson Hocevar,Niece Motorsports,3
936,21,31,0,0,243,Running,FALSE,ToyotaCare 250,Cory Roper,Roper Racing,3
937,23,4,24,1,250,Running,FALSE,ToyotaCare 250,Chandler Smith,Kyle Busch Motorsports,3
938,2,10,0,0,250,Running,FALSE,ToyotaCare 250,Austin Hill,Richard Childress Racing,3
939,20,36,0,0,195,Accident,FALSE,ToyotaCare 250,Codie Rohrbaugh,CR7 Motorsports,3
940,11,10,1,1,400,Running,FALSE,TOYOTA OWNERS 400,Austin Dillon,Richard Childress Racing,1
941,30,19,0,0,398,Running,FALSE,TOYOTA OWNERS 400,Erik Jones,Petty GMS Motorsports,1
942,5,3,49,5,400,Running,FALSE,TOYOTA OWNERS 400,Joey Logano,Team Penske,1
943,28,33,0,0,390,Running,FALSE,TOYOTA OWNERS 400,James Davison,,1
944,37,35,0,0,389,Running,FALSE,TOYOTA OWNERS 400,Garrett Smithley,Rick Ware Racing,1
945,15,26,0,0,397,Running,FALSE,TOYOTA OWNERS 400,Bubba Wallace,23XI Racing,1
946,33,36,0,0,385,Running,FALSE,TOYOTA OWNERS 400,Cody Ware,,1
947,26,22,0,0,398,Running,FALSE,TOYOTA OWNERS 400,Chase Briscoe,Stewart-Haas Racing,1
948,23,27,0,0,396,Running,FALSE,TOYOTA OWNERS 400,Michael McDowell,Front Row Motorsports,1
949,19,30,0,0,395,Running,FALSE,TOYOTA OWNERS 400,Ryan Newman,Roush Fenway Racing,1
950,4,7,0,0,400,Running,FALSE,TOYOTA OWNERS 400,William Byron,Hendrick Motorsports,1
951,2,2,207,6,400,Running,FALSE,TOYOTA OWNERS 400,Denny Hamlin,Joe Gibbs Racing,1
952,16,9,0,0,400,Running,FALSE,TOYOTA OWNERS 400,Matt DiBenedetto,Rackley W.A.R.,1
953,22,6,0,0,400,Running,FALSE,TOYOTA OWNERS 400,Aric Almirola,Stewart-Haas Racing,1
954,29,31,0,0,395,Running,FALSE,TOYOTA OWNERS 400,Anthony Alfredo,Our Motorsports,1
955,18,15,0,0,399,Running,FALSE,TOYOTA OWNERS 400,Ross Chastain,Trackhouse Racing Team,1
956,13,20,0,0,398,Running,FALSE,TOYOTA OWNERS 400,Tyler Reddick,Richard Childress Racing,1
957,21,23,0,0,398,Running,FALSE,TOYOTA OWNERS 400,Cole Custer,Stewart-Haas Racing,1
958,9,24,0,0,397,Running,FALSE,TOYOTA OWNERS 400,Kevin Harvick,Stewart-Haas Racing,1
959,34,38,0,0,1,Engine,FALSE,TOYOTA OWNERS 400,Justin Haley,Kaulig Racing,1
960,32,34,0,0,390,Running,FALSE,TOYOTA OWNERS 400,Quin Houff,Starcom Racing,1
961,14,17,0,0,399,Running,FALSE,TOYOTA OWNERS 400,Ricky Stenhouse Jr.,JTG Daugherty Racing,1
962,31,37,0,0,384,Running,FALSE,TOYOTA OWNERS 400,Josh Bilicki,Spire Motorsports,1
963,24,1,10,1,400,Running,FALSE,TOYOTA OWNERS 400,Alex Bowman,Hendrick Motorsports,1
964,17,13,0,0,400,Running,FALSE,TOYOTA OWNERS 400,Kurt Busch,23XI Racing,1
965,1,5,107,5,400,Running,FALSE,TOYOTA OWNERS 400,Martin Truex Jr.,Joe Gibbs Racing,1
966,20,14,25,2,400,Running,FALSE,TOYOTA OWNERS 400,Brad Keselowski,RFK Racing,1
967,25,29,0,0,396,Running,FALSE,TOYOTA OWNERS 400,Ryan Preece,JTG Daugherty Racing,1
968,27,16,0,0,399,Running,FALSE,TOYOTA OWNERS 400,Daniel Suarez,Trackhouse Racing Team,1
969,3,12,0,0,400,Running,FALSE,TOYOTA OWNERS 400,Chase Elliott,Hendrick Motorsports,1
970,8,4,0,0,400,Running,FALSE,TOYOTA OWNERS 400,Christopher Bell,Joe Gibbs Racing,1
971,12,25,0,0,397,Running,FALSE,TOYOTA OWNERS 400,Chris Buescher,RFK Racing,1
972,35,32,0,0,393,Running,FALSE,TOYOTA OWNERS 400,BJ McLeod,Live Fast Motorsports,1
973,6,18,0,0,398,Running,FALSE,TOYOTA OWNERS 400,Kyle Larson,Hendrick Motorsports,1
974,36,21,0,0,398,Running,FALSE,TOYOTA OWNERS 400,Corey LaJoie,Spire Motorsports,1
975,7,11,0,0,400,Running,FALSE,TOYOTA OWNERS 400,Ryan Blaney,Team Penske,1
976,38,28,0,0,396,Running,FALSE,TOYOTA OWNERS 400,Austin Cindric,Team Penske,1
977,10,8,1,1,400,Running,FALSE,TOYOTA OWNERS 400,Kyle Busch,Joe Gibbs Racing,1
978,1,1,64,4,147,Running,FALSE,SpeedyCash.com 220,John Hunter Nemechek,Kyle Busch Motorsports,3
979,2,26,6,2,141,Running,FALSE,SpeedyCash.com 220,Ben Rhodes,ThorSport Racing,3
980,5,4,0,0,147,Running,FALSE,SpeedyCash.com 220,Austin Hill,Richard Childress Racing,3
981,4,7,8,1,147,Running,FALSE,SpeedyCash.com 220,Todd Gilliland,Front Row Motorsports,3
982,7,6,12,3,147,Running,FALSE,SpeedyCash.com 220,Zane Smith,Front Row Motorsports,3
983,16,35,0,0,18,Accident,FALSE,SpeedyCash.com 220,Sheldon Creed,Richard Childress Racing,3
984,18,3,0,0,147,Running,FALSE,SpeedyCash.com 220,Grant Enfinger,GMS Racing,3
985,15,20,0,0,144,Running,FALSE,SpeedyCash.com 220,Matt Crafton,ThorSport Racing,3
986,6,34,0,0,52,Accident,FALSE,SpeedyCash.com 220,Stewart Friesen,Halmar Friesen Racing,3
987,3,11,0,0,147,Running,FALSE,SpeedyCash.com 220,Carson Hocevar,Niece Motorsports,3
988,8,5,0,0,147,Running,FALSE,SpeedyCash.com 220,Chandler Smith,Kyle Busch Motorsports,3
989,17,12,0,0,147,Running,FALSE,SpeedyCash.com 220,Johnny Sauter,ThorSport Racing,3
990,13,15,0,0,146,Running,FALSE,SpeedyCash.com 220,Austin Wayne Self,AM Racing,3
991,11,8,0,0,147,Running,FALSE,SpeedyCash.com 220,Tyler Ankrum,Hattori Racing Enterprises,3
992,9,13,0,0,146,Running,FALSE,SpeedyCash.com 220,Derek Kraus,McAnally-Hilgemann Racing,3
993,14,16,0,0,146,Running,FALSE,SpeedyCash.com 220,Ryan Truex,Niece Motorsports,3
994,12,24,0,0,142,Running,FALSE,SpeedyCash.com 220,Hailie Deegan,David Gilliland Racing,3
995,20,9,7,2,147,Running,FALSE,SpeedyCash.com 220,Tanner Gray,David Gilliland Racing,3
996,28,17,0,0,145,Running,FALSE,SpeedyCash.com 220,Chase Purdy,Hattori Racing Enterprises,3
997,26,27,0,0,141,Running,FALSE,SpeedyCash.com 220,Spencer Boyd,Young's Motorsports,3
998,31,25,0,0,142,Running,FALSE,SpeedyCash.com 220,Tate Fogleman,On Point Motorsports,3
999,23,21,0,0,144,Running,FALSE,SpeedyCash.com 220,Dawson Cram,,3
1000,21,18,0,0,145,Running,FALSE,SpeedyCash.com 220,Cory Roper,Roper Racing,3
1001,19,22,0,0,144,Running,FALSE,SpeedyCash.com 220,Kris Wright,Niece Motorsports,3
1002,32,31,0,0,131,Running,FALSE,SpeedyCash.com 220,Jennifer Jo Cobb,Jennifer Jo Cobb Racing,3
1003,10,33,0,0,68,Accident,FALSE,SpeedyCash.com 220,Drew Dollar,,3
1004,27,14,0,0,146,Running,FALSE,SpeedyCash.com 220,Brennan Poole,Premium Motorsports,3
1005,35,30,0,0,134,Running,FALSE,SpeedyCash.com 220,Norm Benning,Norm Benning Racing,3
1006,34,29,0,0,140,Running,FALSE,SpeedyCash.com 220,Keith McGee,,3
1007,25,19,0,0,145,Running,FALSE,SpeedyCash.com 220,Tyler Hill,,3
1008,30,23,0,0,143,Running,FALSE,SpeedyCash.com 220,Howie Disavino III,,3
1009,29,28,0,0,141,Running,FALSE,SpeedyCash.com 220,Jesse Iwuji,,3
1010,36,32,0,0,89,Brakes,FALSE,SpeedyCash.com 220,Ray Ciccarelli,,3
1011,24,36,5,1,147,Running,TRUE,SpeedyCash.com 220,Ross Chastain,Trackhouse Racing Team,3
1012,22,2,45,2,147,Running,FALSE,SpeedyCash.com 220,Chase Elliott,Hendrick Motorsports,3
1013,33,10,0,0,147,Running,FALSE,SpeedyCash.com 220,Josh Berry,JR Motorsports,3
1014,24,37,0,0,38,Rear Gear,FALSE,North Carolina Education Lottery 200,Tate Fogleman,On Point Motorsports,3
1015,2,35,33,1,55,Accident,FALSE,North Carolina Education Lottery 200,Sheldon Creed,Richard Childress Racing,3
1016,7,16,2,1,133,Running,FALSE,North Carolina Education Lottery 200,Tyler Ankrum,Hattori Racing Enterprises,3
1017,29,38,0,0,13,Steering,FALSE,North Carolina Education Lottery 200,Timothy Peters,Rackley W.A.R.,3
1018,4,1,71,3,134,Running,FALSE,North Carolina Education Lottery 200,John Hunter Nemechek,Kyle Busch Motorsports,3
1019,6,10,13,2,134,Running,FALSE,North Carolina Education Lottery 200,Zane Smith,Front Row Motorsports,3
1020,8,14,0,0,133,Running,FALSE,North Carolina Education Lottery 200,Grant Enfinger,GMS Racing,3
1021,14,31,0,0,111,Accident,FALSE,North Carolina Education Lottery 200,Johnny Sauter,ThorSport Racing,3
1022,36,21,0,0,133,Running,FALSE,North Carolina Education Lottery 200,Dawson Cram,,3
1023,21,23,0,0,132,Running,FALSE,North Carolina Education Lottery 200,Kris Wright,Niece Motorsports,3
1024,31,7,0,0,134,Running,FALSE,North Carolina Education Lottery 200,Ty Majeski,Niece Motorsports,3
1025,22,11,3,1,134,Running,FALSE,North Carolina Education Lottery 200,Christian Eckes,,3
1026,20,15,0,0,133,Running,FALSE,North Carolina Education Lottery 200,Jack Wood,GMS Racing,3
1027,16,12,1,1,134,Running,FALSE,North Carolina Education Lottery 200,Ryan Truex,Niece Motorsports,3
1028,25,22,0,0,133,Running,FALSE,North Carolina Education Lottery 200,Tanner Gray,David Gilliland Racing,3
1029,28,36,0,0,49,Accident,FALSE,North Carolina Education Lottery 200,Bret Holmes,,3
1030,5,3,0,0,134,Running,FALSE,North Carolina Education Lottery 200,Ben Rhodes,ThorSport Racing,3
1031,13,17,0,0,133,Running,FALSE,North Carolina Education Lottery 200,Austin Wayne Self,AM Racing,3
1032,18,18,0,0,133,Running,FALSE,North Carolina Education Lottery 200,Timmy Hill,,3
1033,26,34,0,0,59,DVP,FALSE,North Carolina Education Lottery 200,Chase Purdy,Hattori Racing Enterprises,3
1034,19,19,0,0,133,Running,FALSE,North Carolina Education Lottery 200,Bayley Currey,JD Motorsports,3
1035,9,2,5,1,134,Running,FALSE,North Carolina Education Lottery 200,Carson Hocevar,Niece Motorsports,3
1036,3,9,0,0,134,Running,FALSE,North Carolina Education Lottery 200,Austin Hill,Richard Childress Racing,3
1037,1,5,5,1,134,Running,FALSE,North Carolina Education Lottery 200,Todd Gilliland,Front Row Motorsports,3
1038,12,13,0,0,133,Running,FALSE,North Carolina Education Lottery 200,Hailie Deegan,David Gilliland Racing,3
1039,23,6,0,0,134,Running,FALSE,North Carolina Education Lottery 200,Chandler Smith,Kyle Busch Motorsports,3
1040,38,32,0,0,108,Accident,FALSE,North Carolina Education Lottery 200,Trey Hutchens III,,3
1041,27,25,0,0,129,Running,FALSE,North Carolina Education Lottery 200,Cory Roper,Roper Racing,3
1042,33,29,0,0,123,Running,FALSE,North Carolina Education Lottery 200,Keith McGee,,3
1043,11,4,1,1,134,Running,FALSE,North Carolina Education Lottery 200,Stewart Friesen,Halmar Friesen Racing,3
1044,10,30,0,0,114,Engine,FALSE,North Carolina Education Lottery 200,Matt Crafton,ThorSport Racing,3
1045,34,28,0,0,125,Running,FALSE,North Carolina Education Lottery 200,Akinori Ogata,,3
1046,17,20,0,0,133,Running,FALSE,North Carolina Education Lottery 200,Drew Dollar,,3
1047,37,33,0,0,71,Suspension,FALSE,North Carolina Education Lottery 200,Jennifer Jo Cobb,Jennifer Jo Cobb Racing,3
1048,35,26,0,0,128,Running,FALSE,North Carolina Education Lottery 200,Spencer Boyd,Young's Motorsports,3
1049,15,8,0,0,134,Running,FALSE,North Carolina Education Lottery 200,Derek Kraus,McAnally-Hilgemann Racing,3
1050,32,24,0,0,131,Running,FALSE,North Carolina Education Lottery 200,Danny Bohn,,3
1051,30,27,0,0,127,Running,FALSE,North Carolina Education Lottery 200,Cj McLaughlin,,3
1052,1,8,65,5,147,Running,FALSE,LiftKits4Less.com 200,John Hunter Nemechek,Kyle Busch Motorsports,3
1053,4,2,34,3,147,Running,FALSE,LiftKits4Less.com 200,Ben Rhodes,ThorSport Racing,3
1054,15,1,7,2,147,Running,FALSE,LiftKits4Less.com 200,Sheldon Creed,Richard Childress Racing,3
1055,2,13,11,1,147,Running,FALSE,LiftKits4Less.com 200,Austin Hill,Richard Childress Racing,3
1056,9,4,0,0,147,Running,FALSE,LiftKits4Less.com 200,Matt Crafton,ThorSport Racing,3
1057,5,15,17,2,147,Running,FALSE,LiftKits4Less.com 200,Todd Gilliland,Front Row Motorsports,3
1058,7,25,2,1,131,DVP,FALSE,LiftKits4Less.com 200,Stewart Friesen,Halmar Friesen Racing,3
1059,17,5,0,0,147,Running,FALSE,LiftKits4Less.com 200,Grant Enfinger,GMS Racing,3
1060,3,16,0,0,147,Running,FALSE,LiftKits4Less.com 200,Zane Smith,Front Row Motorsports,3
1061,6,6,0,0,147,Running,FALSE,LiftKits4Less.com 200,Johnny Sauter,ThorSport Racing,3
